
Param size = 182.449 MB
Start training !
    Total use time   1573.51213
    End lr is 0.000132425267, 0.000132425267
    time: 05:45:08
Epoch: 86, iter: 42999
    Begin lr is 0.000132425267, 0.000132425267
========> pt_241:  2.8341631963849068
========> pt_242:  2.4312910437583923
========> pt_243:  4.2646873742341995
========> pt_244:  2.7210011333227158
========> pt_245:  3.316158801317215
========> pt_246:  3.6159635707736015
========> pt_247:  2.4861401692032814
========> pt_248:  2.411959618330002
========> pt_249:  3.7029289081692696
========> pt_250:  2.413589172065258
========> pt_251:  3.5910383611917496
========> pt_252:  3.466918207705021
========> pt_253:  3.975207805633545
========> pt_254:  3.7362762168049812
========> pt_255:  3.320605456829071
========> pt_256:  2.1602633222937584
========> pt_257:  2.956431359052658
========> pt_258:  2.466968335211277
========> pt_259:  2.6644426584243774
========> pt_260:  4.49035070836544
========> pt_261:  3.7689413502812386
========> pt_262:  3.4756725281476974
========> pt_263:  2.743244580924511
========> pt_264:  3.60271617770195
========> pt_265:  2.514209747314453
========> pt_266:  3.4431330859661102
========> pt_267:  3.370627723634243
========> pt_268:  3.868848718702793
========> pt_269:  2.4318942055106163
========> pt_270:  4.884169697761536
========> pt_271:  3.264206573367119
========> pt_272:  3.3762582764029503
========> pt_273:  2.5914303585886955
========> pt_274:  3.9522594958543777
========> pt_275:  3.3600686118006706
========> pt_276:  2.2403203323483467
========> pt_277:  2.3430195078253746
========> pt_278:  4.338290318846703
========> pt_279:  2.723820321261883
========> pt_280:  2.5992396473884583
========> pt_281:  2.8089696541428566
========> pt_282:  2.734569273889065
========> pt_283:  7.052065506577492
========> pt_284:  2.5595850870013237
========> pt_285:  2.5885694473981857
========> pt_286:  3.066163770854473
========> pt_287:  4.3488481268286705
========> pt_288:  2.274612672626972
========> pt_289:  3.502380885183811
========> pt_290:  3.886113539338112
========> pt_291:  2.4744706973433495
========> pt_292:  2.8575245663523674
========> pt_293:  2.8517531976103783
========> pt_294:  2.4883775785565376
========> pt_295:  3.068866916000843
========> pt_296:  2.0435950718820095
========> pt_297:  4.285741187632084
========> pt_298:  3.212936259806156
========> pt_299:  2.607709728181362
========> pt_300:  4.558286592364311
========> pt_301:  3.260326310992241
========> pt_302:  4.645764082670212
========> pt_303:  3.096500486135483
========> pt_304:  2.669076807796955
========> pt_305:  3.298461101949215
========> pt_306:  2.4607455730438232
========> pt_307:  2.7304548397660255
========> pt_308:  3.4946271404623985
========> pt_309:  2.290835976600647
========> pt_310:  3.7102190032601357
========> pt_311:  2.3177769407629967
========> pt_312:  2.3175443336367607
========> pt_313:  2.430117577314377
========> pt_314:  3.389132246375084
========> pt_315:  3.013690263032913
========> pt_316:  3.8863085955381393
========> pt_317:  4.305472373962402
========> pt_318:  5.286701545119286
========> pt_319:  2.266305834054947
========> pt_320:  2.298000641167164
========> pt_321:  3.6626365035772324
========> pt_322:  3.0576342344284058
========> pt_323:  7.354274317622185
========> pt_324:  2.9112495109438896
========> pt_325:  3.3972570672631264
========> pt_326:  2.6393698528409004
========> pt_327:  2.673059031367302
========> pt_328:  2.7696478366851807
========> pt_329:  6.595652252435684
========> pt_330:  6.6793011128902435
========> pt_331:  3.2601651549339294
========> pt_332:  2.3126966133713722
========> pt_333:  2.215910665690899
========> pt_334:  1.9342103973031044
========> pt_335:  4.921518266201019
========> pt_336:  3.786311261355877
========> pt_337:  2.703166790306568
========> pt_338:  2.4809153750538826
========> pt_339:  2.600436322391033
========> pt_340:  3.1698955968022346
===============================================> mean Dose score: 3.2748326627537607
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.041936308451,     best is           0.041936308451
            Average val evaluation index is   -3.274832662754,     best is           -3.231728154048
    Train use time   1543.47886
    Train loader use time     92.03999
    Val use time     46.62998
    Total use time   1593.54568
    End lr is 0.000129504999, 0.000129504999
    time: 06:11:42
Epoch: 87, iter: 43499
    Begin lr is 0.000129504999, 0.000129504999
========> pt_241:  2.8274068981409073
========> pt_242:  2.6716667786240578
========> pt_243:  4.148318357765675
========> pt_244:  2.6031162589788437
========> pt_245:  3.195284456014633
========> pt_246:  3.484586961567402
========> pt_247:  2.4780578538775444
========> pt_248:  2.357504777610302
========> pt_249:  3.732833005487919
========> pt_250:  2.3364517465233803
========> pt_251:  3.1867285817861557
========> pt_252:  3.4275708347558975
========> pt_253:  3.788192979991436
========> pt_254:  3.5101617500185966
========> pt_255:  3.8563166186213493
========> pt_256:  2.204435206949711
========> pt_257:  2.781573385000229
========> pt_258:  2.3074251413345337
========> pt_259:  3.0794085562229156
========> pt_260:  4.064469747245312
========> pt_261:  3.5291533917188644
========> pt_262:  3.4665559977293015
========> pt_263:  2.7313870936632156
========> pt_264:  3.4686069563031197
========> pt_265:  2.5161506608128548
========> pt_266:  3.2528888806700706
========> pt_267:  3.180636465549469
========> pt_268:  3.7541791424155235
========> pt_269:  2.545667514204979
========> pt_270:  4.739621058106422
========> pt_271:  3.298751600086689
========> pt_272:  3.7341569364070892
========> pt_273:  2.4987945705652237
========> pt_274:  4.104401767253876
========> pt_275:  3.1999819725751877
========> pt_276:  2.1867754496634007
========> pt_277:  2.344936430454254
========> pt_278:  4.200103171169758
========> pt_279:  2.4992866441607475
========> pt_280:  2.7389856800436974
========> pt_281:  2.7954192459583282
========> pt_282:  2.6678793504834175
========> pt_283:  6.265366822481155
========> pt_284:  2.8920409083366394
========> pt_285:  2.641603872179985
========> pt_286:  2.9580217972397804
========> pt_287:  3.997298963367939
========> pt_288:  2.219134047627449
========> pt_289:  3.690078929066658
========> pt_290:  3.761005848646164
========> pt_291:  2.454691007733345
========> pt_292:  2.8188862279057503
========> pt_293:  2.7283871918916702
========> pt_294:  2.5626611337065697
========> pt_295:  3.02754994481802
========> pt_296:  2.036538105458021
========> pt_297:  3.87639619410038
========> pt_298:  3.381403535604477
========> pt_299:  2.438153997063637
========> pt_300:  4.354028590023518
========> pt_301:  3.3181140571832657
========> pt_302:  4.875834435224533
========> pt_303:  3.11278585344553
========> pt_304:  2.5900965183973312
========> pt_305:  3.090846724808216
========> pt_306:  2.3306816816329956
========> pt_307:  2.650841400027275
========> pt_308:  3.253105841577053
========> pt_309:  2.3391590639948845
========> pt_310:  3.6747578904032707
========> pt_311:  2.3086875304579735
========> pt_312:  2.3093976080417633
========> pt_313:  2.307374030351639
========> pt_314:  3.180231489241123
========> pt_315:  2.944115959107876
========> pt_316:  3.987344577908516
========> pt_317:  4.39687967300415
========> pt_318:  5.072433352470398
========> pt_319:  2.2250571846961975
========> pt_320:  2.2929101437330246
========> pt_321:  3.858495354652405
========> pt_322:  2.8939593955874443
========> pt_323:  7.076262384653091
========> pt_324:  2.7345922216773033
========> pt_325:  3.466489240527153
========> pt_326:  2.6609084382653236
========> pt_327:  2.5734883174300194
========> pt_328:  2.2986387461423874
========> pt_329:  6.497349664568901
========> pt_330:  7.924346923828125
========> pt_331:  3.2142312452197075
========> pt_332:  2.3725465312600136
========> pt_333:  2.2225256264209747
========> pt_334:  2.0313521660864353
========> pt_335:  4.716741591691971
========> pt_336:  3.6813749372959137
========> pt_337:  2.584913708269596
========> pt_338:  2.318320646882057
========> pt_339:  2.528184689581394
========> pt_340:  3.0296194180846214
===============================================> mean Dose score: 3.225440732575953
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.041904530074,     best is           0.041904530074
            Average val evaluation index is   -3.225440732576,     best is           -3.225440732576
    Train use time   1539.34789
    Train loader use time     87.88419
    Val use time     46.63333
    Total use time   1590.91903
    End lr is 0.000126592652, 0.000126592652
    time: 06:38:13
Epoch: 88, iter: 43999
    Begin lr is 0.000126592652, 0.000126592652
========> pt_241:  2.677721343934536
========> pt_242:  2.58663322776556
========> pt_243:  4.250587001442909
========> pt_244:  2.6719051226973534
========> pt_245:  3.214529827237129
========> pt_246:  3.6033905297517776
========> pt_247:  2.4070868641138077
========> pt_248:  2.332320101559162
========> pt_249:  3.5294757038354874
========> pt_250:  2.3757214099168777
========> pt_251:  3.350984938442707
========> pt_252:  3.37034922093153
========> pt_253:  3.6181827262043953
========> pt_254:  3.4981144219636917
========> pt_255:  3.2254409790039062
========> pt_256:  2.2793560847640038
========> pt_257:  2.772630527615547
========> pt_258:  2.3030387237668037
========> pt_259:  2.7354809269309044
========> pt_260:  3.8037974759936333
========> pt_261:  3.789542205631733
========> pt_262:  3.2598621398210526
========> pt_263:  2.8083479776978493
========> pt_264:  3.56783214956522
========> pt_265:  2.5325705856084824
========> pt_266:  3.3041923120617867
========> pt_267:  3.34908340126276
========> pt_268:  3.7039047107100487
========> pt_269:  2.609182558953762
========> pt_270:  4.743167012929916
========> pt_271:  3.2513532042503357
========> pt_272:  3.566208593547344
========> pt_273:  2.5226574018597603
========> pt_274:  4.011520333588123
========> pt_275:  3.2641705870628357
========> pt_276:  2.2324886173009872
========> pt_277:  2.3085036873817444
========> pt_278:  4.254830256104469
========> pt_279:  2.5980646163225174
========> pt_280:  2.6598358899354935
========> pt_281:  2.7379582449793816
========> pt_282:  2.5787146762013435
========> pt_283:  5.804473012685776
========> pt_284:  2.717648409307003
========> pt_285:  2.6447349414229393
========> pt_286:  2.9583365470170975
========> pt_287:  4.141480438411236
========> pt_288:  2.17588959261775
========> pt_289:  3.756176643073559
========> pt_290:  3.684084080159664
========> pt_291:  2.3564914241433144
========> pt_292:  2.906443513929844
========> pt_293:  2.830919213593006
========> pt_294:  2.5286605954170227
========> pt_295:  3.1754275783896446
========> pt_296:  2.0179763436317444
========> pt_297:  4.218113794922829
========> pt_298:  3.2580456137657166
========> pt_299:  2.473350167274475
========> pt_300:  4.412834122776985
========> pt_301:  3.4515351057052612
========> pt_302:  4.976500645279884
========> pt_303:  3.0074017867445946
========> pt_304:  2.636534236371517
========> pt_305:  3.4080320969223976
========> pt_306:  2.349587269127369
========> pt_307:  2.757832333445549
========> pt_308:  3.3838310465216637
========> pt_309:  2.3035821691155434
========> pt_310:  3.7989458441734314
========> pt_311:  2.1704229339957237
========> pt_312:  2.3192980140447617
========> pt_313:  2.3928318545222282
========> pt_314:  3.2163437455892563
========> pt_315:  2.9159848392009735
========> pt_316:  4.026411101222038
========> pt_317:  4.226171337068081
========> pt_318:  5.03548376262188
========> pt_319:  2.2352467849850655
========> pt_320:  2.21108615398407
========> pt_321:  4.038445129990578
========> pt_322:  2.8254662454128265
========> pt_323:  7.284773290157318
========> pt_324:  2.6898693293333054
========> pt_325:  3.4374582022428513
